mc	mn	mc_onset	mn_onset	timesig	staff	voice	label      	alt_label	globalkey	localkey	pedal	chord      	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones  	added_tones	root	bass_note
13	13	1/2     	1/2     	4/4    	5    	1    	V(4)       	         	g        	v       	     	V(4)       	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
13	13	3/4     	3/4     	4/4    	5    	1    	V          	         	g        	v       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
14	14	0       	0       	4/4    	5    	1    	I\\        	         	g        	v       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
15	15	1/4     	1/4     	4/4    	5    	1    	VII.vi     	         	g        	VII     	     	vi         	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
16	16	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	VII     	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
17	17	1/4     	1/4     	4/4    	5    	1    	ii6        	         	g        	VII     	     	ii6        	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
17	17	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	VII     	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
18	18	1/4     	1/4     	4/4    	5    	1    	I\\        	         	g        	VII     	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
18	18	1/2     	1/2     	4/4    	5    	1    	I          	         	g        	VII     	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
19	19	1/4     	1/4     	4/4    	5    	1    	V6         	         	g        	VII     	     	V6         	V      	    	6      	       	            	       	         	M         	1                 	0                	5, 2, 1      	           	1   	5
19	19	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	VII     	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
20	20	3/4     	3/4     	4/4    	5    	1    	I.vi       	IV6      	g        	I       	     	vi         	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
21	21	0       	0       	4/4    	5    	1    	V          	         	g        	I       	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
21	21	3/4     	3/4     	4/4    	5    	1    	I\\        	         	g        	I       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
22	22	1/4     	1/4     	4/4    	5    	1    	I          	         	g        	I       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
23	23	1/4     	1/4     	4/4    	5    	1    	ii         	         	g        	I       	     	ii         	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
23	23	1/2     	1/2     	4/4    	5    	1    	bVII       	         	g        	I       	     	bVII       	bVII   	    	       	       	            	       	         	M         	1                 	0                	-2, 2, -1    	           	-2  	-2
24	24	1/4     	1/4     	4/4    	5    	1    	IV         	         	g        	I       	     	IV         	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
24	24	3/4     	3/4     	4/4    	5    	1    	V          	         	g        	I       	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
25	25	0       	0       	4/4    	5    	1    	I          	         	g        	I       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
25	25	1/2     	1/2     	4/4    	5    	1    	v.iv       	         	g        	v       	     	iv         	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
26	26	1/4     	1/4     	4/4    	5    	1    	V          	         	g        	v       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
26	26	1/2     	1/2     	4/4    	5    	1    	I\\        	         	g        	v       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
27	27	1/4     	1/4     	4/4    	5    	1    	III.V/vi   	         	g        	III     	     	V/vi       	V      	    	       	       	vi          	       	         	M         	1                 	0                	4, 8, 5      	           	4   	4
28	28	1/4     	1/4     	4/4    	5    	1    	vi         	         	g        	III     	     	vi         	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
28	28	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	III     	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
29	29	1/4     	1/4     	4/4    	5    	1    	ii6        	         	g        	III     	     	ii6        	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
29	29	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	III     	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
30	30	1/4     	1/4     	4/4    	5    	1    	I\\        	         	g        	III     	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
30	30	1/2     	1/2     	4/4    	5    	1    	I          	         	g        	III     	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
31	31	1/4     	1/4     	4/4    	5    	1    	V6(+6)     	         	g        	III     	     	V6(+6)     	V      	    	6      	+6     	            	       	         	M         	1                 	0                	5, 2, 1      	4          	1   	5
31	31	1/2     	1/2     	4/4    	5    	1    	iii6       	         	g        	III     	     	iii6       	iii    	    	6      	       	            	       	         	m         	1                 	0                	1, 5, 4      	           	4   	1
32	32	0       	0       	4/4    	5    	1    	V          	         	g        	III     	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
32	32	3/4     	3/4     	4/4    	5    	1    	IV.vi      	         	g        	IV      	     	vi         	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
33	33	0       	0       	4/4    	5    	1    	V          	         	g        	IV      	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
33	33	3/4     	3/4     	4/4    	5    	1    	I\\        	         	g        	IV      	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
34	34	1/4     	1/4     	4/4    	5    	1    	I          	         	g        	IV      	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
35	35	1/4     	1/4     	4/4    	5    	1    	ii         	         	g        	IV      	     	ii         	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
35	35	1/2     	1/2     	4/4    	5    	1    	bVII       	         	g        	IV      	     	bVII       	bVII   	    	       	       	            	       	         	M         	1                 	0                	-2, 2, -1    	           	-2  	-2
36	36	1/4     	1/4     	4/4    	5    	1    	IV         	         	g        	IV      	     	IV         	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
36	36	3/4     	3/4     	4/4    	5    	1    	V          	         	g        	IV      	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
37	37	0       	0       	4/4    	5    	1    	I          	         	g        	IV      	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
37	37	1/2     	1/2     	4/4    	5    	1    	i.IV       	         	g        	i       	     	IV         	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
38	38	1/4     	1/4     	4/4    	5    	1    	V          	         	g        	i       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
38	38	1/2     	1/2     	4/4    	5    	1    	I\\        	         	g        	i       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
39	39	0       	0       	4/4    	5    	1    	I.I        	         	g        	I       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
40	40	1/2     	1/2     	4/4    	5    	1    	I(+2)      	         	g        	I       	     	I(+2)      	I      	    	       	+2     	            	       	         	M         	1                 	0                	0, 4, 1      	2          	0   	0
41	41	0       	0       	4/4    	5    	1    	I          	         	g        	I       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
41	41	1/2     	1/2     	4/4    	5    	1    	V6         	         	g        	I       	     	V6         	V      	    	6      	       	            	       	         	M         	1                 	0                	5, 2, 1      	           	1   	5
42	42	0       	0       	4/4    	5    	1    	V43(4)/V   	         	g        	I       	     	V43(4)/V   	V      	    	43     	4      	V           	       	         	Mm7       	1                 	0                	3, 0, 2, 1   	           	2   	3
42	42	1/2     	1/2     	4/4    	5    	1    	V/V        	         	g        	I       	     	V/V        	V      	    	       	       	V           	       	         	M         	1                 	0                	2, 6, 3      	           	2   	2
43	43	0       	0       	4/4    	5    	1    	V          	         	g        	I       	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
44	44	0       	0       	4/4    	5    	1    	ii6        	         	g        	I       	     	ii6        	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
44	44	1/2     	1/2     	4/4    	5    	1    	ii43       	         	g        	I       	     	ii43       	ii     	    	43     	       	            	       	         	mm7       	1                 	0                	3, 0, 2, -1  	           	2   	3
45	45	0       	0       	4/4    	5    	1    	V(4)       	         	g        	I       	     	V(4)       	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
45	45	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	I       	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
46	46	0       	0       	4/4    	5    	1    	I\\        	         	g        	I       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
46	46	3/4     	3/4     	4/4    	5    	1    	I          	         	g        	I       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
47	47	1/2     	1/2     	4/4    	5    	1    	V.I6       	         	g        	V       	     	I6         	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
48	48	0       	0       	4/4    	5    	1    	ii7        	         	g        	V       	     	ii7        	ii     	    	7      	       	            	       	         	mm7       	1                 	0                	2, -1, 3, 0  	           	2   	2
48	48	1/2     	1/2     	4/4    	5    	1    	viio6(+4+2)	         	g        	V       	     	viio6(+4+2)	vii    	o   	6      	+4+2   	            	       	         	o         	1                 	0                	2, -1, 5     	4, 0       	5   	2
48	48	3/4     	3/4     	4/4    	5    	1    	viio6      	         	g        	V       	     	viio6      	vii    	o   	6      	       	            	       	         	o         	1                 	0                	2, -1, 5     	           	5   	2
49	49	0       	0       	4/4    	5    	1    	I\\        	         	g        	V       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
49	49	3/4     	3/4     	4/4    	5    	1    	vi6        	         	g        	V       	     	vi6        	vi     	    	6      	       	            	       	         	m         	1                 	0                	0, 4, 3      	           	3   	0
50	50	0       	0       	4/4    	5    	1    	ii         	         	g        	V       	     	ii         	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
50	50	1/2     	1/2     	4/4    	5    	1    	v7         	         	g        	V       	     	v7         	v      	    	7      	       	            	       	         	mm7       	1                 	0                	1, -2, 2, -1 	           	1   	1
50	50	3/4     	3/4     	4/4    	5    	1    	v          	         	g        	V       	     	v          	v      	    	       	       	            	       	         	m         	1                 	0                	1, -2, 2     	           	1   	1
51	51	0       	0       	4/4    	5    	1    	I          	         	g        	V       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
52	52	1/2     	1/2     	4/4    	5    	1    	vi         	         	g        	V       	     	vi         	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
52	52	3/4     	3/4     	4/4    	5    	1    	viio6/V    	         	g        	V       	     	viio6/V    	vii    	o   	6      	       	V           	       	         	o         	1                 	0                	3, 0, 6      	           	6   	3
53	53	0       	0       	4/4    	5    	1    	V/V        	         	g        	V       	     	V/V        	V      	    	       	       	V           	       	         	M         	1                 	0                	2, 6, 3      	           	2   	2
53	53	1/2     	1/2     	4/4    	5    	1    	V6         	         	g        	V       	     	V6         	V      	    	6      	       	            	       	         	M         	1                 	0                	5, 2, 1      	           	1   	5
54	54	0       	0       	4/4    	5    	1    	I          	         	g        	V       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
54	54	1/2     	1/2     	4/4    	5    	1    	vi         	         	g        	V       	     	vi         	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
55	55	0       	0       	4/4    	5    	1    	V7/V       	         	g        	V       	     	V7/V       	V      	    	7      	       	V           	       	         	Mm7       	1                 	0                	2, 6, 3, 0   	           	2   	2
55	55	1/4     	1/4     	4/4    	5    	1    	V/V        	         	g        	V       	     	V/V        	V      	    	       	       	V           	       	         	M         	1                 	0                	2, 6, 3      	           	2   	2
55	55	1/2     	1/2     	4/4    	5    	1    	vii        	         	g        	V       	     	vii        	vii    	    	       	       	            	       	         	m         	1                 	0                	5, 2, 6      	           	5   	5
56	56	0       	0       	4/4    	5    	1    	V          	         	g        	V       	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
56	56	1/2     	1/2     	4/4    	5    	1    	I          	         	g        	V       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
57	57	0       	0       	4/4    	5    	1    	V43(4)     	         	g        	V       	     	V43(4)     	V      	    	43     	4      	            	       	         	Mm7       	1                 	0                	2, -1, 1, 0  	           	1   	2
57	57	1/4     	1/4     	4/4    	5    	1    	V43        	         	g        	V       	     	V43        	V      	    	43     	       	            	       	         	Mm7       	1                 	0                	2, -1, 1, 5  	           	1   	2
57	57	1/2     	1/2     	4/4    	5    	1    	I\\        	         	g        	V       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
58	58	1/2     	1/2     	4/4    	5    	1    	I          	         	g        	V       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
59	59	0       	0       	4/4    	5    	1    	I6         	         	g        	V       	     	I6         	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
59	59	1/4     	1/4     	4/4    	5    	1    	ii6        	         	g        	V       	     	ii6        	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
59	59	1/2     	1/2     	4/4    	5    	1    	V          	         	g        	V       	     	V          	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
60	60	0       	0       	4/4    	5    	1    	I\\        	         	g        	V       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
60	60	1/4     	1/4     	4/4    	5    	1    	I          	         	g        	V       	     	I          	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
60	60	1/2     	1/2     	4/4    	5    	1    	ii.VII     	v6       	g        	ii      	     	VII        	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
61	61	0       	0       	4/4    	5    	1    	III6       	         	g        	ii      	     	III6       	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
61	61	1/2     	1/2     	4/4    	5    	1    	iv7(9)     	         	g        	ii      	     	iv7(9)     	iv     	    	7      	9      	            	       	         	mm7       	1                 	1                	-1, -4, 0, -3	1          	-1  	-1
62	62	0       	0       	4/4    	5    	1    	V          	         	g        	ii      	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
62	62	1/4     	1/4     	4/4    	5    	1    	V(4)       	         	g        	ii      	     	V(4)       	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
62	62	3/4     	3/4     	4/4    	5    	1    	V          	         	g        	ii      	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
63	63	0       	0       	4/4    	5    	1    	I[I\\      	         	g        	ii      	I    	I          	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
63	63	1/4     	1/4     	4/4    	5    	1    	I          	         	g        	ii      	I    	I          	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
63	63	3/4     	3/4     	4/4    	5    	1    	iv         	         	g        	ii      	I    	iv         	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
64	64	0       	0       	4/4    	5    	1    	I]         	         	g        	ii      	I    	I          	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
64	64	1/2     	1/2     	4/4    	5    	1    	#vi.VII    	v6       	g        	#vi     	     	VII        	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
65	65	0       	0       	4/4    	5    	1    	V(6)       	         	g        	#vi     	     	V(6)       	V      	    	       	6      	            	       	         	M         	1                 	1                	1, 5, -3     	           	1   	1
65	65	1/2     	1/2     	4/4    	5    	1    	iv7        	         	g        	#vi     	     	iv7        	iv     	    	7      	       	            	       	         	mm7       	1                 	1                	-1, -4, 0, -3	           	-1  	-1
66	66	0       	0       	4/4    	5    	1    	V          	         	g        	#vi     	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
67	67	0       	0       	4/4    	5    	1    	I[I\\      	         	g        	#vi     	I    	I          	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
67	67	1/4     	1/4     	4/4    	5    	1    	ii.V       	         	g        	ii      	V    	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
67	67	3/4     	3/4     	4/4    	5    	1    	#vi%7      	         	g        	ii      	V    	#vi%7      	#vi    	%   	7      	       	            	       	         	%7        	1                 	1                	3, 0, -3, 1  	           	3   	3
68	68	0       	0       	4/4    	5    	1    	V          	         	g        	ii      	V    	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
68	68	1/4     	1/4     	4/4    	5    	1    	i]         	         	g        	ii      	V    	i          	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
68	68	1/2     	1/2     	4/4    	5    	1    	V6         	         	g        	ii      	     	V6         	V      	    	6      	       	            	       	         	M         	1                 	1                	5, 2, 1      	           	1   	5
69	69	0       	0       	4/4    	5    	1    	i\\        	         	g        	ii      	     	i          	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
69	69	1/4     	1/4     	4/4    	5    	1    	v.v        	         	g        	v       	     	v          	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
70	70	0       	0       	4/4    	5    	1    	III6       	         	g        	v       	     	III6       	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
70	70	1/2     	1/2     	4/4    	5    	1    	iv7(9)     	         	g        	v       	     	iv7(9)     	iv     	    	7      	9      	            	       	         	mm7       	1                 	1                	-1, -4, 0, -3	1          	-1  	-1
71	71	0       	0       	4/4    	5    	1    	V          	         	g        	v       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
71	71	1/4     	1/4     	4/4    	5    	1    	V(4)       	         	g        	v       	     	V(4)       	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
71	71	3/4     	3/4     	4/4    	5    	1    	V          	         	g        	v       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
72	72	0       	0       	4/4    	5    	1    	i\\        	         	g        	v       	     	i          	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
72	72	1/4     	1/4     	4/4    	5    	1    	i.v        	         	g        	i       	     	v          	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
72	72	3/4     	3/4     	4/4    	5    	1    	v6         	         	g        	i       	     	v6         	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1     	           	1   	-2
73	73	0       	0       	4/4    	5    	1    	III6       	         	g        	i       	     	III6       	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
73	73	1/2     	1/2     	4/4    	5    	1    	viio7(9)/V 	         	g        	i       	     	viio7(9)/V 	vii    	o   	7      	9      	V           	       	         	o7        	1                 	1                	6, 3, 0, -3  	1          	6   	6
73	73	3/4     	3/4     	4/4    	5    	1    	V6(+4)/V   	         	g        	i       	     	V6(+4)/V   	V      	    	6      	+4     	V           	       	         	M         	1                 	1                	6, 3, 2      	1          	2   	6
74	74	0       	0       	4/4    	5    	1    	V          	         	g        	i       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
74	74	1/4     	1/4     	4/4    	5    	1    	V(4)       	         	g        	i       	     	V(4)       	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
74	74	3/4     	3/4     	4/4    	5    	1    	V          	         	g        	i       	     	V          	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
75	75	0       	0       	4/4    	5    	1    	I\\        	         	g        	i       	     	I          	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
