mc 	mn 	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord    	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones 	added_tones	root	bass_note
11 	11 	1/2     	1/2     	4/4    	5    	1    	VI6      	         	d        	i       	     	VI6      	VI     	    	6      	       	            	       	         	M         	1                 	1                	0, -3, -4   	           	-4  	0
12 	12 	0       	0       	4/4    	5    	1    	III      	i6       	d        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
12 	12 	1/2     	1/2     	4/4    	5    	1    	V\\      	         	d        	i       	     	V        	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2     	           	1   	1
13 	13 	0       	0       	4/4    	5    	1    	iv.I     	         	d        	iv      	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1     	           	0   	0
14 	14 	0       	0       	4/4    	5    	1    	IV       	         	d        	iv      	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
15 	15 	0       	0       	4/4    	5    	1    	ii       	         	d        	iv      	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
15 	15 	1/4     	1/4     	4/4    	5    	1    	VII6     	         	d        	iv      	     	VII6     	VII    	    	6      	       	            	       	         	M         	1                 	1                	2, -1, -2   	           	-2  	2
15 	15 	1/2     	1/2     	4/4    	5    	1    	v        	         	d        	iv      	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
16 	16 	0       	0       	4/4    	5    	1    	ii6      	         	d        	iv      	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
16 	16 	1/2     	1/2     	4/4    	5    	1    	IV6      	         	d        	iv      	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	1                	3, 0, -1    	           	-1  	3
17 	17 	0       	0       	4/4    	5    	1    	v        	         	d        	iv      	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
17 	17 	1/4     	1/4     	4/4    	5    	1    	V        	         	d        	iv      	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
18 	18 	1/4     	1/4     	4/4    	5    	1    	V(4)     	         	d        	iv      	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
18 	18 	3/4     	3/4     	4/4    	5    	1    	V        	         	d        	iv      	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
19 	19 	0       	0       	4/4    	5    	1    	i\\      	         	d        	iv      	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
19 	19 	1/4     	1/4     	4/4    	5    	1    	i.iv     	         	d        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
20 	20 	0       	0       	4/4    	5    	1    	IV       	         	d        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
20 	20 	1/4     	1/4     	4/4    	5    	1    	ii       	         	d        	i       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
21 	21 	0       	0       	4/4    	5    	1    	v        	         	d        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
22 	22 	0       	0       	4/4    	5    	1    	#iii     	         	d        	i       	     	#iii     	#iii   	    	       	       	            	       	         	m         	1                 	1                	4, 1, 5     	           	4   	4
23 	23 	0       	0       	4/4    	5    	1    	I6       	         	d        	i       	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	1                	4, 1, 0     	           	0   	4
23 	23 	1/2     	1/2     	4/4    	5    	1    	iv       	         	d        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
23 	23 	3/4     	3/4     	4/4    	5    	1    	iio6     	         	d        	i       	     	iio6     	ii     	o   	6      	       	            	       	         	o         	1                 	1                	-1, -4, 2   	           	2   	-1
24 	24 	0       	0       	4/4    	5    	1    	V7       	         	d        	i       	     	V7       	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1 	           	1   	1
24 	24 	1/4     	1/4     	4/4    	5    	1    	V(64)    	         	d        	i       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
24 	24 	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	d        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
24 	24 	3/4     	3/4     	4/4    	5    	1    	V        	         	d        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
25 	25 	0       	0       	4/4    	5    	1    	i\\      	         	d        	i       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
25 	25 	1/2     	1/2     	4/4    	5    	1    	v.iv     	         	d        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
26 	26 	0       	0       	4/4    	5    	1    	IV       	         	d        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
26 	26 	1/4     	1/4     	4/4    	5    	1    	ii       	         	d        	v       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
27 	27 	0       	0       	4/4    	5    	1    	v        	         	d        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
28 	28 	0       	0       	4/4    	5    	1    	#iii     	         	d        	v       	     	#iii     	#iii   	    	       	       	            	       	         	m         	1                 	1                	4, 1, 5     	           	4   	4
29 	29 	1/4     	1/4     	4/4    	5    	1    	I6       	         	d        	v       	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	1                	4, 1, 0     	           	0   	4
29 	29 	1/2     	1/2     	4/4    	5    	1    	IV       	         	d        	v       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
30 	30 	0       	0       	4/4    	5    	1    	V7       	         	d        	v       	     	V7       	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1 	           	1   	1
30 	30 	1/4     	1/4     	4/4    	5    	1    	V(64)    	         	d        	v       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
30 	30 	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	d        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
30 	30 	3/4     	3/4     	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
31 	31 	0       	0       	4/4    	5    	1    	i\\      	         	d        	v       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
31 	31 	1/4     	1/4     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
33 	33 	0       	0       	4/4    	5    	1    	vii6(2)  	         	d        	v       	     	vii6(2)  	vii    	    	6      	2      	            	       	         	m         	1                 	1                	-5, -1, 0   	           	-2  	-5
33 	33 	1/2     	1/2     	4/4    	5    	1    	vii6     	         	d        	v       	     	vii6     	vii    	    	6      	       	            	       	         	m         	1                 	1                	-5, -1, -2  	           	-2  	-5
34 	34 	0       	0       	4/4    	5    	1    	VII6     	         	d        	v       	     	VII6     	VII    	    	6      	       	            	       	         	M         	1                 	1                	2, -1, -2   	           	-2  	2
35 	35 	0       	0       	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
35 	35 	1/2     	1/2     	4/4    	5    	1    	i6       	         	d        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
36 	36 	0       	0       	4/4    	5    	1    	I6       	         	d        	v       	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	1                	4, 1, 0     	           	0   	4
37 	37 	0       	0       	4/4    	5    	1    	i6       	         	d        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
37 	37 	1/2     	1/2     	4/4    	5    	1    	iv       	         	d        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
38 	38 	0       	0       	4/4    	5    	1    	i6(+4)   	         	d        	v       	     	i6(+4)   	i      	    	6      	+4     	            	       	         	m         	1                 	1                	-3, 1, 0    	-1         	0   	-3
38 	38 	1/2     	1/2     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
39 	39 	0       	0       	4/4    	5    	1    	VII6(42) 	         	d        	v       	     	VII6(42) 	VII    	    	6      	42     	            	       	         	M         	1                 	1                	-3, -1, 0   	           	-2  	-3
39 	39 	1/2     	1/2     	4/4    	5    	1    	VII6     	         	d        	v       	     	VII6     	VII    	    	6      	       	            	       	         	M         	1                 	1                	2, -1, -2   	           	-2  	2
40 	40 	0       	0       	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
41 	41 	1/2     	1/2     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
42 	42 	0       	0       	4/4    	5    	1    	VIM7     	         	d        	v       	     	VIM7     	VI     	M   	7      	       	            	       	         	MM7       	1                 	1                	-4, 0, -3, 1	           	-4  	-4
42 	42 	1/2     	1/2     	4/4    	5    	1    	iv6      	         	d        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
43 	43 	0       	0       	4/4    	5    	1    	IV6      	         	d        	v       	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	1                	3, 0, -1    	           	-1  	3
44 	44 	0       	0       	4/4    	5    	1    	VII      	         	d        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1   	           	-2  	-2
44 	44 	1/2     	1/2     	4/4    	5    	1    	v6       	         	d        	v       	     	v6       	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
44 	44 	3/4     	3/4     	4/4    	5    	1    	v        	         	d        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
45 	45 	0       	0       	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
46 	46 	0       	0       	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
46 	46 	1/2     	1/2     	4/4    	5    	1    	iv6      	         	d        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
47 	47 	0       	0       	4/4    	5    	1    	v7(4)    	         	d        	v       	     	v7(4)    	v      	    	7      	4      	            	       	         	mm7       	1                 	1                	1, 0, 2, -1 	           	1   	1
47 	47 	1/4     	1/4     	4/4    	5    	1    	v(64)    	         	d        	v       	     	v(64)    	v      	    	       	64     	            	       	         	m         	1                 	1                	1, 0, -3    	           	1   	1
47 	47 	1/2     	1/2     	4/4    	5    	1    	v        	         	d        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
48 	48 	0       	0       	4/4    	5    	1    	i(+6)    	         	d        	v       	     	i(+6)    	i      	    	       	+6     	            	       	         	m         	1                 	1                	0, -3, 1    	-4         	0   	0
48 	48 	1/2     	1/2     	4/4    	5    	1    	i(64)    	         	d        	v       	     	i(64)    	i      	    	       	64     	            	       	         	m         	1                 	1                	0, -1, -4   	           	0   	0
49 	49 	0       	0       	4/4    	5    	1    	i(4)     	         	d        	v       	     	i(4)     	i      	    	       	4      	            	       	         	m         	1                 	1                	0, -1, 1    	           	0   	0
49 	49 	1/2     	1/2     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
50 	50 	1/2     	1/2     	4/4    	5    	1    	v6       	         	d        	v       	     	v6       	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
51 	51 	0       	0       	4/4    	5    	1    	III6     	         	d        	v       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
51 	51 	1/4     	1/4     	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
51 	51 	3/4     	3/4     	4/4    	5    	1    	i6       	         	d        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
52 	52 	0       	0       	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
53 	53 	0       	0       	4/4    	5    	1    	iv6      	         	d        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
53 	53 	1/4     	1/4     	4/4    	5    	1    	iv       	         	d        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
54 	54 	0       	0       	4/4    	5    	1    	ii       	         	d        	v       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
55 	55 	0       	0       	4/4    	5    	1    	v7       	         	d        	v       	     	v7       	v      	    	7      	       	            	       	         	mm7       	1                 	1                	1, -2, 2, -1	           	1   	1
55 	55 	1/4     	1/4     	4/4    	5    	1    	III(9)   	         	d        	v       	     	III(9)   	III    	    	       	9      	            	       	         	M         	1                 	1                	-3, 1, -2   	-1         	-3  	-3
55 	55 	1/2     	1/2     	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
56 	56 	0       	0       	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
56 	56 	3/4     	3/4     	4/4    	5    	1    	V2       	         	d        	v       	     	V2       	V      	    	2      	       	            	       	         	Mm7       	1                 	1                	-1, 1, 5, 2 	           	1   	-1
57 	57 	0       	0       	4/4    	5    	1    	i6       	         	d        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
57 	57 	1/4     	1/4     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
58 	58 	0       	0       	4/4    	5    	1    	III      	         	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
58 	58 	1/2     	1/2     	4/4    	5    	1    	v        	         	d        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
59 	59 	0       	0       	4/4    	5    	1    	iv(4)    	         	d        	v       	     	iv(4)    	iv     	    	       	4      	            	       	         	m         	1                 	1                	-1, -2, 0   	           	-1  	-1
59 	59 	1/2     	1/2     	4/4    	5    	1    	iv       	         	d        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0   	           	-1  	-1
60 	60 	0       	0       	4/4    	5    	1    	v        	         	d        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
61 	61 	0       	0       	4/4    	5    	1    	III6     	         	d        	v       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
61 	61 	3/4     	3/4     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
62 	62 	0       	0       	4/4    	5    	1    	v6(4)    	         	d        	v       	     	v6(4)    	v      	    	6      	4      	            	       	         	m         	1                 	1                	0, 2, 1     	           	1   	0
62 	62 	1/4     	1/4     	4/4    	5    	1    	v6       	         	d        	v       	     	v6       	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1    	           	1   	-2
62 	62 	3/4     	3/4     	4/4    	5    	1    	v65      	         	d        	v       	     	v65      	v      	    	65     	       	            	       	         	mm7       	1                 	1                	-2, 2, -1, 1	           	1   	-2
63 	63 	0       	0       	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
63 	63 	1/2     	1/2     	4/4    	5    	1    	i.v(4)   	         	d        	i       	     	v(4)     	v      	    	       	4      	            	       	         	m         	1                 	1                	1, 0, 2     	           	1   	1
64 	64 	0       	0       	4/4    	5    	1    	v        	         	d        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
64 	64 	1/4     	1/4     	4/4    	5    	1    	V(4)     	         	d        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
64 	64 	1/2     	1/2     	4/4    	5    	1    	V        	         	d        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
65 	65 	0       	0       	4/4    	5    	1    	I\\      	         	d        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1     	           	0   	0
65 	65 	1/4     	1/4     	4/4    	5    	1    	I        	         	d        	i       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1     	           	0   	0
66 	66 	1/4     	1/4     	4/4    	5    	1    	IV6(2)   	         	d        	i       	     	IV6(2)   	IV     	    	6      	2      	            	       	         	M         	1                 	1                	3, 0, 1     	           	-1  	3
66 	66 	1/2     	1/2     	4/4    	5    	1    	IV6      	         	d        	i       	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	1                	3, 0, -1    	           	-1  	3
67 	67 	0       	0       	4/4    	5    	1    	ii       	         	d        	i       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
68 	68 	0       	0       	4/4    	5    	1    	V6       	         	d        	i       	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	1                	5, 2, 1     	           	1   	5
68 	68 	1/2     	1/2     	4/4    	5    	1    	i(9)     	         	d        	i       	     	i(9)     	i      	    	       	9      	            	       	         	m         	1                 	1                	0, -3, 1    	2          	0   	0
68 	68 	3/4     	3/4     	4/4    	5    	1    	i        	         	d        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
69 	69 	0       	0       	4/4    	5    	1    	ii7(4)   	         	d        	i       	     	ii7(4)   	ii     	    	7      	4      	            	       	         	mm7       	1                 	1                	2, 1, 3, 0  	           	2   	2
69 	69 	1/4     	1/4     	4/4    	5    	1    	ii(64)   	         	d        	i       	     	ii(64)   	ii     	    	       	64     	            	       	         	m         	1                 	1                	2, 1, -2    	           	2   	2
69 	69 	1/2     	1/2     	4/4    	5    	1    	ii       	         	d        	i       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3    	           	2   	2
70 	70 	0       	0       	4/4    	5    	1    	III6(2)  	         	d        	i       	     	III6(2)  	III    	    	6      	2      	            	       	         	M         	1                 	1                	1, -2, -1   	           	-3  	1
70 	70 	1/2     	1/2     	4/4    	5    	1    	III6     	         	d        	i       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
71 	71 	1/2     	1/2     	4/4    	5    	1    	v        	         	d        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2    	           	1   	1
72 	72 	0       	0       	4/4    	5    	1    	viio6/IV 	         	d        	i       	     	viio6/IV 	vii    	o   	6      	       	IV          	       	         	o         	1                 	1                	1, -2, 4    	           	4   	1
73 	73 	0       	0       	4/4    	5    	1    	IV       	         	d        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0    	           	-1  	-1
74 	74 	0       	0       	4/4    	5    	1    	ii6      	         	d        	i       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2    	           	2   	-1
75 	75 	0       	0       	4/4    	5    	1    	v(+6)    	         	d        	i       	     	v(+6)    	v      	    	       	+6     	            	       	         	m         	1                 	1                	1, -2, 2    	-3         	1   	1
75 	75 	1/2     	1/2     	4/4    	5    	1    	V(64)    	         	d        	i       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3    	           	1   	1
76 	76 	0       	0       	4/4    	5    	1    	V(4)     	         	d        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2     	           	1   	1
76 	76 	1/2     	1/2     	4/4    	5    	1    	V        	         	d        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
77 	77 	0       	0       	4/4    	5    	1    	v.i6     	         	d        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
77 	77 	1/2     	1/2     	4/4    	5    	1    	iv(9)    	         	d        	v       	     	iv(9)    	iv     	    	       	9      	            	       	         	m         	1                 	1                	-1, -4, 0   	1          	-1  	-1
78 	78 	0       	0       	4/4    	5    	1    	III      	i6       	d        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2   	           	-3  	-3
78 	78 	1/2     	1/2     	4/4    	5    	1    	iv(9)    	         	d        	v       	     	iv(9)    	iv     	    	       	9      	            	       	         	m         	1                 	1                	-1, -4, 0   	1          	-1  	-1
79 	79 	0       	0       	4/4    	5    	1    	III6     	         	d        	v       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3   	           	-3  	1
79 	79 	1/2     	1/2     	4/4    	5    	1    	iv6      	         	d        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
80 	80 	0       	0       	4/4    	5    	1    	V65      	         	d        	v       	     	V65      	V      	    	65     	       	            	       	         	Mm7       	1                 	1                	5, 2, -1, 1 	           	1   	5
80 	80 	1/2     	1/2     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
81 	81 	0       	0       	4/4    	5    	1    	V65(4)   	         	d        	v       	     	V65(4)   	V      	    	65     	4      	            	       	         	Mm7       	1                 	1                	0, 2, -1, 1 	           	1   	0
81 	81 	1/2     	1/2     	4/4    	5    	1    	V6       	         	d        	v       	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	1                	5, 2, 1     	           	1   	5
82 	82 	0       	0       	4/4    	5    	1    	i\\      	         	d        	v       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1    	           	0   	0
82 	82 	1/2     	1/2     	4/4    	5    	1    	i        	         	d        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1    	           	0   	0
83 	83 	0       	0       	4/4    	5    	1    	i6       	         	d        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0    	           	0   	-3
83 	83 	1/2     	1/2     	4/4    	5    	1    	iio6(+4) 	         	d        	v       	     	iio6(+4) 	ii     	o   	6      	+4     	            	       	         	o         	1                 	1                	-1, -4, 2   	1          	2   	-1
84 	84 	0       	0       	4/4    	5    	1    	IIIM65   	         	d        	v       	     	IIIM65   	III    	M   	65     	       	            	       	         	MM7       	1                 	1                	1, -2, 2, -3	           	-3  	1
84 	84 	1/2     	1/2     	4/4    	5    	1    	VI       	         	d        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3   	           	-4  	-4
84 	84 	3/4     	3/4     	4/4    	5    	1    	iv6      	         	d        	v       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1   	           	-1  	-4
85 	85 	0       	0       	4/4    	5    	1    	V        	         	d        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2     	           	1   	1
